	Sentence #	Word	POS	Tag
51400	2331.0	says	VBZ	O
51401	2331.0	Russia	NNP	B-geo
51402	2331.0	will	MD	O
51403	2331.0	soon	RB	O
51404	2331.0	begin	VB	O
51405	2331.0	testing	VBG	O
51406	2331.0	a	DT	O
51407	2331.0	new	JJ	O
51408	2331.0	intercontinental	JJ	O
51409	2331.0	ballistic	JJ	O
51410	2331.0	missile	NN	O
51411	2331.0	system	NN	O
51412	2331.0	.	.	O
51413	2332.0	The	DT	O
51414	2332.0	Russian	JJ	B-gpe
51415	2332.0	minister	NN	O
51416	2332.0	told	VBD	O
51417	2332.0	reporters	NNS	O
51418	2332.0	his	PRP$	O
51419	2332.0	country	NN	O
51420	2332.0	would	MD	O
51421	2332.0	develop	VB	O
51422	2332.0	weapons	NNS	O
51423	2332.0	based	VBN	O
51424	2332.0	on	IN	O
51425	2332.0	the	DT	O
51426	2332.0	Topol-M	JJ	O
51427	2332.0	mobile	JJ	O
51428	2332.0	missiles	NNS	O
51429	2332.0	and	CC	O
51430	2332.0	the	DT	O
51431	2332.0	sea-based	JJ	O
51432	2332.0	Bulava	NNP	B-org
51433	2332.0	system	NN	O
51434	2332.0	.	.	O
51435	2333.0	The	DT	O
51436	2333.0	Interfax	NNP	B-org
51437	2333.0	news	NN	O
51438	2333.0	agency	NN	O
51439	2333.0	quotes	VBZ	O
51440	2333.0	Mr.	NNP	B-per
51441	2333.0	Ivanov	NNP	I-per
51442	2333.0	as	IN	O
51443	2333.0	saying	VBG	O
51444	2333.0	Moscow	NNP	B-org
51445	2333.0	plans	VBZ	O
51446	2333.0	to	TO	O
51447	2333.0	produce	VB	O
51448	2333.0	nuclear	JJ	O
51449	2333.0	weapons	NNS	O
51450	2333.0	that	WDT	O
51451	2333.0	can	MD	O
51452	2333.0	penetrate	VB	O
51453	2333.0	any	DT	O
51454	2333.0	defense	NN	O
51455	2333.0	system	NN	O
51456	2333.0	.	.	O
51457	2334.0	Dutch	JJ	B-gpe
51458	2334.0	Prime	NNP	B-per
51459	2334.0	Minister	NNP	I-per
51460	2334.0	Jan	NNP	I-per
51461	2334.0	Peter	NNP	I-per
51462	2334.0	Balkenende	NNP	I-per
51463	2334.0	says	VBZ	O
51464	2334.0	a	DT	O
51465	2334.0	""""	``	O
51466	2334.0	no	DT	O
51467	2334.0	""""	``	O
51468	2334.0	vote	NN	O
51469	2334.0	in	IN	O
51470	2334.0	next	JJ	O
51471	2334.0	week	NN	O
51472	2334.0	's	POS	O
51473	2334.0	referendum	NN	O
51474	2334.0	on	IN	O
51475	2334.0	the	DT	O
51476	2334.0	European	NNP	B-art
51477	2334.0	Constitution	NNP	I-art
51478	2334.0	would	MD	O
51479	2334.0	damage	VB	O
51480	2334.0	the	DT	O
51481	2334.0	country	NN	O
51482	2334.0	's	POS	O
51483	2334.0	reputation	NN	O
51484	2334.0	as	IN	O
51485	2334.0	a	DT	O
51486	2334.0	champion	NN	O
51487	2334.0	of	IN	O
51488	2334.0	European	JJ	B-gpe
51489	2334.0	integration	NN	O
51490	2334.0	.	.	O
51491	2335.0	In	IN	O
51492	2335.0	an	DT	O
51493	2335.0	interview	NN	O
51494	2335.0	with	IN	O
51495	2335.0	Dutch	JJ	B-gpe
51496	2335.0	newspapers	NNS	O
51497	2335.0	Saturday	NNP	B-tim
51498	2335.0	Mr.	NNP	B-per
51499	2335.0	Balkenende	NNP	I-per
51500	2335.0	said	VBD	O
51501	2335.0	European	JJ	O
51502	2335.0	leaders	NNS	O
51503	2335.0	currently	RB	O
51504	2335.0	view	VBP	O
51505	2335.0	the	DT	O
51506	2335.0	Netherlands	NNP	B-geo
51507	2335.0	as	IN	O
51508	2335.0	a	DT	O
51509	2335.0	country	NN	O
51510	2335.0	that	WDT	O
51511	2335.0	works	VBZ	O
51512	2335.0	""""	``	O
51513	2335.0	constructively	RB	O
51514	2335.0	and	CC	O
51515	2335.0	critically	RB	O
51516	2335.0	""""	``	O
51517	2335.0	with	IN	O
51518	2335.0	international	JJ	O
51519	2335.0	institutions	NNS	O
51520	2335.0	.	.	O
51521	2336.0	Reuters	NNP	B-org
51522	2336.0	news	NN	O
51523	2336.0	agency	NN	O
51524	2336.0	quotes	VBZ	O
51525	2336.0	the	DT	O
51526	2336.0	Netherlands	NNP	B-geo
51527	2336.0	leader	NN	O
51528	2336.0	as	IN	O
51529	2336.0	urging	VBG	O
51530	2336.0	voters	NNS	O
51531	2336.0	not	RB	O
51532	2336.0	to	TO	O
51533	2336.0	use	VB	O
51534	2336.0	the	DT	O
51535	2336.0	referendum	NN	O
51536	2336.0	as	IN	O
51537	2336.0	an	DT	O
51538	2336.0	opportunity	NN	O
51539	2336.0	to	TO	O
51540	2336.0	express	VB	O
51541	2336.0	discontent	NN	O
51542	2336.0	with	IN	O
51543	2336.0	Dutch	JJ	B-gpe
51544	2336.0	government	NN	O
51545	2336.0	policies	NNS	O
51546	2336.0	,	,	O
51547	2336.0	but	CC	O
51548	2336.0	to	TO	O
51549	2336.0	read	VB	O
51550	2336.0	the	DT	O
51551	2336.0	document	NN	O
51552	2336.0	and	CC	O
51553	2336.0	vote	NN	O
51554	2336.0	on	IN	O
51555	2336.0	its	PRP$	O
51556	2336.0	substance	NN	O
51557	2336.0	.	.	O
51558	2337.0	Latest	JJS	O
51559	2337.0	public	JJ	O
51560	2337.0	opinion	NN	O
51561	2337.0	polls	NNS	O
51562	2337.0	indicate	VBP	O
51563	2337.0	that	IN	O
51564	2337.0	more	JJR	O
51565	2337.0	than	IN	O
51566	2337.0	half	NN	O
51567	2337.0	of	IN	O
51568	2337.0	Dutch	JJ	B-gpe
51569	2337.0	citizens	NNS	O
51570	2337.0	plan	VBP	O
51571	2337.0	to	TO	O
51572	2337.0	vote	VB	O
51573	2337.0	against	IN	O
51574	2337.0	the	DT	O
51575	2337.0	treaty	NN	O
51576	2337.0	in	IN	O
51577	2337.0	the	DT	O
51578	2337.0	June	NNP	B-tim
51579	2337.0	first	JJ	I-tim
51580	2337.0	referendum	NN	O
51581	2337.0	.	.	O
51582	2338.0	Diabetics	NNS	O
51583	2338.0	have	VBP	O
51584	2338.0	a	DT	O
51585	2338.0	greater	JJR	O
51586	2338.0	than	IN	O
51587	2338.0	average	JJ	O
51588	2338.0	chance	NN	O
51589	2338.0	of	IN	O
51590	2338.0	having	VBG	O
51591	2338.0	a	DT	O
51592	2338.0	heart	NN	O
51593	2338.0	attack	NN	O
51594	2338.0	or	CC	O
51595	2338.0	stroke	NN	O
51596	2338.0	.	.	O
51597	2339.0	But	CC	O
51598	2339.0	new	JJ	O
51599	2339.0	research	NN	O
51600	2339.0	indicates	VBZ	O
51601	2339.0	that	IN	O
51602	2339.0	lowering	VBG	O
51603	2339.0	blood	NN	O
51604	2339.0	pressure	NN	O
51605	2339.0	and	CC	O
51606	2339.0	cholesterol	NN	O
51607	2339.0	below	IN	O
51608	2339.0	recommended	VBN	O
51609	2339.0	guidelines	NNS	O
51610	2339.0	seems	VBZ	O
51611	2339.0	to	TO	O
51612	2339.0	reduce	VB	O
51613	2339.0	these	DT	O
51614	2339.0	risks	NNS	O
51615	2339.0	.	.	O
51616	2340.0	VOA	NNP	B-org
51617	2340.0	's	POS	O
51618	2340.0	Carol	NNP	B-per
51619	2340.0	Pearson	NNP	I-per
51620	2340.0	tells	VBZ	O
51621	2340.0	us	PRP	O
51622	2340.0	about	IN	O
51623	2340.0	the	DT	O
51624	2340.0	study	NN	O
51625	2340.0	.	.	O
51626	2341.0	U.S.	NNP	B-geo
51627	2341.0	presidential	JJ	O
51628	2341.0	candidates	NNS	O
51629	2341.0	John	NNP	B-per
51630	2341.0	McCain	NNP	I-per
51631	2341.0	and	CC	O
51632	2341.0	Barack	NNP	B-per
51633	2341.0	Obama	NNP	I-per
51634	2341.0	have	VBP	O
51635	2341.0	responded	VBN	O
51636	2341.0	cautiously	RB	O
51637	2341.0	to	TO	O
51638	2341.0	North	NNP	B-geo
51639	2341.0	Korea	NNP	I-geo
51640	2341.0	's	POS	O
51641	2341.0	declaration	NN	O
51642	2341.0	of	IN	O
51643	2341.0	its	PRP$	O
51644	2341.0	nuclear	JJ	O
51645	2341.0	activities	NNS	O
51646	2341.0	.	.	O
51647	2342.0	Senator	NNP	B-per
51648	2342.0	McCain	NNP	I-per
51649	2342.0	Thursday	NNP	B-tim
51650	2342.0	called	VBD	O
51651	2342.0	the	DT	O
51652	2342.0	declaration	NN	O
51653	2342.0	""""	``	O
51654	2342.0	a	DT	O
51655	2342.0	modest	JJ	O
51656	2342.0	step	NN	O
51657	2342.0	forward	RB	O
51658	2342.0	,	,	O
51659	2342.0	""""	``	O
51660	2342.0	but	CC	O
51661	2342.0	said	VBD	O
51662	2342.0	it	PRP	O
51663	2342.0	was	VBD	O
51664	2342.0	only	RB	O
51665	2342.0	a	DT	O
51666	2342.0	step	NN	O
51667	2342.0	covering	VBG	O
51668	2342.0	one	CD	O
51669	2342.0	part	NN	O
51670	2342.0	of	IN	O
51671	2342.0	North	NNP	B-geo
51672	2342.0	Korea	NNP	I-geo
51673	2342.0	's	POS	O
51674	2342.0	activities	NNS	O
51675	2342.0	.	.	O
51676	2343.0	He	PRP	O
51677	2343.0	said	VBD	O
51678	2343.0	the	DT	O
51679	2343.0	expected	VBN	O
51680	2343.0	destruction	NN	O
51681	2343.0	of	IN	O
51682	2343.0	a	DT	O
51683	2343.0	nuclear	JJ	O
51684	2343.0	cooling	NN	O
51685	2343.0	tower	NN	O
51686	2343.0	Friday	NNP	B-tim
51687	2343.0	would	MD	O
51688	2343.0	be	VB	O
51689	2343.0	another	DT	O
51690	2343.0	step	NN	O
51691	2343.0	,	,	O
51692	2343.0	but	CC	O
51693	2343.0	said	VBD	O
51694	2343.0	it	PRP	O
51695	2343.0	is	VBZ	O
51696	2343.0	important	JJ	O
51697	2343.0	to	TO	O
51698	2343.0	remember	VB	O
51699	2343.0	that	IN	O
51700	2343.0	the	DT	O
51701	2343.0	goal	NN	O
51702	2343.0	is	VBZ	O
51703	2343.0	a	DT	O
51704	2343.0	full	JJ	O
51705	2343.0	,	,	O
51706	2343.0	permanent	JJ	O
51707	2343.0	,	,	O
51708	2343.0	and	CC	O
51709	2343.0	verifiable	JJ	O
51710	2343.0	denuclearization	NN	O
51711	2343.0	of	IN	O
51712	2343.0	the	DT	O
51713	2343.0	Korean	JJ	B-geo
51714	2343.0	Peninsula	NNP	I-geo
51715	2343.0	.	.	O
51716	2344.0	Senator	NNP	B-per
51717	2344.0	Obama	NNP	I-per
51718	2344.0	said	VBD	O
51719	2344.0	critical	JJ	O
51720	2344.0	questions	NNS	O
51721	2344.0	about	IN	O
51722	2344.0	North	NNP	B-geo
51723	2344.0	Korea	NNP	I-geo
51724	2344.0	's	POS	O
51725	2344.0	nuclear	JJ	O
51726	2344.0	program	NN	O
51727	2344.0	remain	VBP	O
51728	2344.0	unanswered	JJ	O
51729	2344.0	.	.	O
51730	2345.0	He	PRP	O
51731	2345.0	said	VBD	O
51732	2345.0	sanctions	NNS	O
51733	2345.0	against	IN	O
51734	2345.0	the	DT	O
51735	2345.0	country	NN	O
51736	2345.0	are	VBP	O
51737	2345.0	an	DT	O
51738	2345.0	important	JJ	O
51739	2345.0	part	NN	O
51740	2345.0	of	IN	O
51741	2345.0	leverage	NN	O
51742	2345.0	to	TO	O
51743	2345.0	pressure	VB	O
51744	2345.0	North	NNP	B-geo
51745	2345.0	Korea	NNP	I-geo
51746	2345.0	to	TO	O
51747	2345.0	act	VB	O
51748	2345.0	.	.	O
51749	2346.0	President	NNP	B-per
51750	2346.0	George	NNP	I-per
51751	2346.0	Bush	NNP	I-per
51752	2346.0	promised	VBD	O
51753	2346.0	to	TO	O
51754	2346.0	lift	VB	O
51755	2346.0	trade	NN	O
51756	2346.0	restrictions	NNS	O
51757	2346.0	now	RB	O
51758	2346.0	that	IN	O
51759	2346.0	North	NNP	B-geo
51760	2346.0	Korea	NNP	I-geo
51761	2346.0	submitted	VBD	O
51762	2346.0	the	DT	O
51763	2346.0	declaration	NN	O
51764	2346.0	.	.	O
51765	2347.0	Sales	NNS	O
51766	2347.0	of	IN	O
51767	2347.0	new	JJ	O
51768	2347.0	homes	NNS	O
51769	2347.0	in	IN	O
51770	2347.0	the	DT	O
51771	2347.0	United	NNP	B-geo
51772	2347.0	States	NNPS	I-geo
51773	2347.0	declined	VBD	O
51774	2347.0	1.6	CD	O
51775	2347.0	percent	NN	O
51776	2347.0	in	IN	O
51777	2347.0	May	NNP	B-tim
51778	2347.0	,	,	O
51779	2347.0	evidence	NN	O
51780	2347.0	that	IN	O
51781	2347.0	the	DT	O
51782	2347.0	slump	NN	O
51783	2347.0	in	IN	O
51784	2347.0	the	DT	O
51785	2347.0	housing	NN	O
51786	2347.0	market	NN	O
51787	2347.0	is	VBZ	O
51788	2347.0	continuing	VBG	O
51789	2347.0	for	IN	O
51790	2347.0	a	DT	O
51791	2347.0	second	JJ	B-tim
51792	2347.0	year	NN	O
51793	2347.0	.	.	O
51794	2348.0	Tuesday	NNP	B-tim
51795	2348.0	's	POS	O
51796	2348.0	report	NN	O
51797	2348.0	from	IN	O
51798	2348.0	the	DT	O
51799	2348.0	Commerce	NNP	B-org
51800	2348.0	Department	NNP	I-org
51801	2348.0	showed	VBD	O
51802	2348.0	that	IN	O
51803	2348.0	if	IN	O
51804	2348.0	sales	NNS	O
51805	2348.0	continued	VBD	O
51806	2348.0	at	IN	O
51807	2348.0	May	NNP	B-tim
51808	2348.0	's	POS	O
51809	2348.0	pace	NN	O
51810	2348.0	for	IN	O
51811	2348.0	a	DT	O
51812	2348.0	year	NN	O
51813	2348.0	,	,	O
51814	2348.0	just	RB	O
51815	2348.0	9,15,000	CD	O
51816	2348.0	new	JJ	O
51817	2348.0	homes	NNS	O
51818	2348.0	would	MD	O
51819	2348.0	change	VB	O
51820	2348.0	hands	NNS	O
51821	2348.0	.	.	O
51822	2349.0	Analysts	NNS	O
51823	2349.0	blame	VBP	O
51824	2349.0	rising	VBG	O
51825	2349.0	interest	NN	O
51826	2349.0	rates	NNS	O
51827	2349.0	and	CC	O
51828	2349.0	a	DT	O
51829	2349.0	glut	NN	O
51830	2349.0	of	IN	O
51831	2349.0	unsold	JJ	O
51832	2349.0	homes	NNS	O
51833	2349.0	for	IN	O
51834	2349.0	the	DT	O
51835	2349.0	decline	NN	O
51836	2349.0	.	.	O
51837	2350.0	Besides	IN	O
51838	2350.0	the	DT	O
51839	2350.0	housing	NN	O
51840	2350.0	market	NN	O
51841	2350.0	,	,	O
51842	2350.0	consumers	NNS	O
51843	2350.0	tell	VBP	O
51844	2350.0	researchers	NNS	O
51845	2350.0	they	PRP	O
51846	2350.0	are	VBP	O
51847	2350.0	also	RB	O
51848	2350.0	worried	VBN	O
51849	2350.0	about	IN	O
51850	2350.0	jobs	NNS	O
51851	2350.0	and	CC	O
51852	2350.0	high	JJ	O
51853	2350.0	energy	NN	O
51854	2350.0	prices	NNS	O
51855	2350.0	.	.	O
51856	2351.0	A	DT	O
51857	2351.0	separate	JJ	O
51858	2351.0	report	NN	O
51859	2351.0	by	IN	O
51860	2351.0	a	DT	O
51861	2351.0	business	NN	O
51862	2351.0	group	NN	O
51863	2351.0	showed	VBD	O
51864	2351.0	consumer	NN	O
51865	2351.0	confidence	NN	O
51866	2351.0	declining	VBG	O
51867	2351.0	in	IN	O
51868	2351.0	June	NNP	B-tim
51869	2351.0	(	LRB	O
51870	2351.0	by	IN	O
51871	2351.0	4.6	CD	O
51872	2351.0	points	NNS	O
51873	2351.0	to	TO	O
51874	2351.0	a	DT	O
51875	2351.0	reading	NN	O
51876	2351.0	of	IN	O
51877	2351.0	103.9	CD	O
51878	2351.0	)	RRB	O
51879	2351.0	.	.	O
51880	2352.0	Economists	NNS	O
51881	2352.0	track	VBP	O
51882	2352.0	consumer	NN	O
51883	2352.0	confidence	NN	O
51884	2352.0	for	IN	O
51885	2352.0	clues	NNS	O
51886	2352.0	about	IN	O
51887	2352.0	the	DT	O
51888	2352.0	consumer	NN	O
51889	2352.0	spending	NN	O
51890	2352.0	that	WDT	O
51891	2352.0	drives	VBZ	O
51892	2352.0	most	JJS	O
51893	2352.0	of	IN	O
51894	2352.0	the	DT	O
51895	2352.0	U.S.	NNP	B-geo
51896	2352.0	economy	NN	O
51897	2352.0	.	.	O
51898	2353.0	A	DT	O
51899	2353.0	U.S.	NNP	B-geo
51900	2353.0	federal	JJ	O
51901	2353.0	judge	NN	O
51902	2353.0	has	VBZ	O
51903	2353.0	awarded	VBN	O
51904	2353.0	more	JJR	O
51905	2353.0	than	IN	O
51906	2353.0	$	$	O
51907	2353.0	90	CD	O
51908	2353.0	million	CD	O
51909	2353.0	in	IN	O
51910	2353.0	Cuban	JJ	B-gpe
51911	2353.0	assets	NNS	O
51912	2353.0	to	TO	O
51913	2353.0	the	DT	O
51914	2353.0	families	NNS	O
51915	2353.0	of	IN	O
51916	2353.0	two	CD	O
51917	2353.0	men	NNS	O
51918	2353.0	executed	VBN	O
51919	2353.0	in	IN	O
51920	2353.0	Cuba	NNP	B-geo
51921	2353.0	in	IN	O
51922	2353.0	1961	CD	B-tim
51923	2353.0	after	IN	O
51924	2353.0	the	DT	O
51925	2353.0	failed	VBN	O
51926	2353.0	Bay	NNP	B-geo
51927	2353.0	of	IN	I-geo
51928	2353.0	Pigs	NNP	I-geo
51929	2353.0	invasion	NN	O
51930	2353.0	attempt	NN	O
51931	2353.0	.	.	O
51932	2354.0	The	DT	O
51933	2354.0	ruling	NN	O
51934	2354.0	Friday	NNP	B-tim
51935	2354.0	in	IN	O
51936	2354.0	the	DT	O
51937	2354.0	northeastern	JJ	O
51938	2354.0	state	NN	O
51939	2354.0	of	IN	O
51940	2354.0	New	NNP	B-geo
51941	2354.0	York	NNP	I-geo
51942	2354.0	ordered	VBD	O
51943	2354.0	a	DT	O
51944	2354.0	bank	NN	O
51945	2354.0	holding	VBG	O
51946	2354.0	frozen	JJ	O
51947	2354.0	Cuban	JJ	B-gpe
51948	2354.0	assets	NNS	O
51949	2354.0	to	TO	O
51950	2354.0	pay	VB	O
51951	2354.0	sums	NNS	O
51952	2354.0	to	TO	O
51953	2354.0	the	DT	O
51954	2354.0	families	NNS	O
51955	2354.0	of	IN	O
51956	2354.0	Howard	NNP	B-per
51957	2354.0	Anderson	NNP	I-per
51958	2354.0	and	CC	O
51959	2354.0	Thomas	NNP	B-per
51960	2354.0	Ray	NNP	I-per
51961	2354.0	,	,	O
51962	2354.0	both	DT	O
51963	2354.0	Americans	NNS	B-gpe
51964	2354.0	.	.	O
51965	2355.0	Anderson	NNP	B-per
51966	2355.0	was	VBD	O
51967	2355.0	arrested	VBN	O
51968	2355.0	and	CC	O
51969	2355.0	executed	VBN	O
51970	2355.0	in	IN	O
51971	2355.0	Cuba	NNP	B-geo
51972	2355.0	for	IN	O
51973	2355.0	counter-revolutionary	JJ	O
51974	2355.0	activities	NNS	O
51975	2355.0	,	,	O
51976	2355.0	while	IN	O
51977	2355.0	Ray	NNP	B-per
51978	2355.0	's	POS	O
51979	2355.0	CIA	NNP	B-org
51980	2355.0	plane	NN	O
51981	2355.0	was	VBD	O
51982	2355.0	shot	VBN	O
51983	2355.0	down	RB	O
51984	2355.0	over	IN	O
51985	2355.0	Cuba	NNP	B-geo
51986	2355.0	.	.	O
51987	2356.0	Both	DT	O
51988	2356.0	men	NNS	O
51989	2356.0	were	VBD	O
51990	2356.0	executed	VBN	O
51991	2356.0	by	IN	O
51992	2356.0	the	DT	O
51993	2356.0	Cuban	JJ	B-gpe
51994	2356.0	government	NN	O
51995	2356.0	.	.	O
51996	2357.0	The	DT	O
51997	2357.0	families	NNS	O
51998	2357.0	of	IN	O
51999	2357.0	the	DT	O
52000	2357.0	men	NNS	O
52001	2357.0	sued	VBD	O
52002	2357.0	Cuba	NNP	B-geo
52003	2357.0	under	IN	O
52004	2357.0	a	DT	O
52005	2357.0	U.S.	NNP	B-geo
52006	2357.0	federal	JJ	O
52007	2357.0	law	NN	O
52008	2357.0	allowing	VBG	O
52009	2357.0	citizens	NNS	O
52010	2357.0	to	TO	O
52011	2357.0	bring	VB	O
52012	2357.0	lawsuits	NNS	O
52013	2357.0	against	IN	O
52014	2357.0	foreign	JJ	O
52015	2357.0	governments	NNS	O
52016	2357.0	in	IN	O
52017	2357.0	cases	NNS	O
52018	2357.0	of	IN	O
52019	2357.0	terrorism	NN	O
52020	2357.0	.	.	O
52021	2358.0	The	DT	O
52022	2358.0	Bay	NNP	B-geo
52023	2358.0	of	IN	O
52024	2358.0	Pigs	NNP	B-geo
52025	2358.0	invasion	NN	O
52026	2358.0	was	VBD	O
52027	2358.0	a	DT	O
52028	2358.0	CIA-backed	JJ	O
52029	2358.0	attempt	NN	O
52030	2358.0	by	IN	O
52031	2358.0	Cuban	JJ	B-gpe
52032	2358.0	exiles	NNS	O
52033	2358.0	to	TO	O
52034	2358.0	overthrow	VB	O
52035	2358.0	Fidel	NNP	B-per
52036	2358.0	Castro	NNP	I-per
52037	2358.0	.	.	O
52038	2359.0	Sales	NNS	O
52039	2359.0	of	IN	O
52040	2359.0	previously-owned	JJ	O
52041	2359.0	homes	NNS	O
52042	2359.0	in	IN	O
52043	2359.0	the	DT	O
52044	2359.0	United	NNP	B-geo
52045	2359.0	States	NNPS	I-geo
52046	2359.0	declined	VBD	O
52047	2359.0	in	IN	O
52048	2359.0	May	NNP	B-tim
52049	2359.0	as	IN	O
52050	2359.0	higher	JJR	O
52051	2359.0	mortgage	NN	O
52052	2359.0	interest	NN	O
52053	2359.0	rates	NNS	O
52054	2359.0	cut	VBD	O
52055	2359.0	demand	NN	O
52056	2359.0	.	.	O
52057	2360.0	Tuesday	NNP	B-tim
52058	2360.0	's	POS	O
52059	2360.0	report	NN	O
52060	2360.0	from	IN	O
52061	2360.0	a	DT	O
52062	2360.0	business	NN	O
52063	2360.0	group	NN	O
52064	2360.0	,	,	O
52065	2360.0	the	DT	O
52066	2360.0	National	NNP	B-org
52067	2360.0	Association	NNP	I-org
52068	2360.0	of	IN	I-org
52069	2360.0	Realtors	NNPS	I-org
52070	2360.0	,	,	O
52071	2360.0	says	VBZ	O
52072	2360.0	re-sales	NNS	O
52073	2360.0	fell	VBD	O
52074	2360.0	more	JJR	O
52075	2360.0	than	IN	O
52076	2360.0	one	CD	O
52077	2360.0	percent	NN	O
52078	2360.0	.	.	O
52079	2361.0	If	IN	O
52080	2361.0	home	NN	O
52081	2361.0	sales	NNS	O
52082	2361.0	continued	VBD	O
52083	2361.0	at	IN	O
52084	2361.0	this	DT	O
52085	2361.0	rate	NN	O
52086	2361.0	for	IN	O
52087	2361.0	a	DT	O
52088	2361.0	full	JJ	O
52089	2361.0	year	NN	O
52090	2361.0	,	,	O
52091	2361.0	6.7	CD	O
52092	2361.0	million	CD	O
52093	2361.0	homes	NNS	O
52094	2361.0	would	MD	O
52095	2361.0	change	VB	O
52096	2361.0	hands	NNS	O
52097	2361.0	.	.	O
52098	2362.0	Tuesday	NNP	B-tim
52099	2362.0	's	POS	O
52100	2362.0	report	NN	O
52101	2362.0	on	IN	O
52102	2362.0	existing	VBG	O
52103	2362.0	home	NN	O
52104	2362.0	sales	NNS	O
52105	2362.0	contrasts	VBZ	O
52106	2362.0	sharply	RB	O
52107	2362.0	with	IN	O
52108	2362.0	Monday	NNP	B-tim
52109	2362.0	's	POS	O
52110	2362.0	figures	NNS	O
52111	2362.0	on	IN	O
52112	2362.0	sales	NNS	O
52113	2362.0	of	IN	O
52114	2362.0	newly-built	JJ	O
52115	2362.0	homes	NNS	O
52116	2362.0	,	,	O
52117	2362.0	which	WDT	O
52118	2362.0	increased	VBD	O
52119	2362.0	.	.	O
52120	2363.0	But	CC	O
52121	2363.0	analysts	NNS	O
52122	2363.0	say	VBP	O
52123	2363.0	new	JJ	O
52124	2363.0	home	NN	O
52125	2363.0	sales	NNS	O
52126	2363.0	are	VBP	O
52127	2363.0	likely	JJ	O
52128	2363.0	to	TO	O
52129	2363.0	decline	VB	O
52130	2363.0	under	IN	O
52131	2363.0	pressure	NN	O
52132	2363.0	from	IN	O
52133	2363.0	rising	VBG	O
52134	2363.0	interest	NN	O
52135	2363.0	rates	NNS	O
52136	2363.0	.	.	O
52137	2364.0	U.S.	NNP	B-geo
52138	2364.0	central	JJ	O
52139	2364.0	bankers	NNS	O
52140	2364.0	are	VBP	O
52141	2364.0	expected	VBN	O
52142	2364.0	to	TO	O
52143	2364.0	announce	VB	O
52144	2364.0	another	DT	O
52145	2364.0	in	IN	O
52146	2364.0	a	DT	O
52147	2364.0	long	JJ	O
52148	2364.0	series	NN	O
52149	2364.0	of	IN	O
52150	2364.0	interest	NN	O
52151	2364.0	rate	NN	O
52152	2364.0	increases	NNS	O
52153	2364.0	later	RB	B-tim
52154	2364.0	this	DT	O
52155	2364.0	week	NN	O
52156	2364.0	.	.	O
52157	2365.0	A	DT	O
52158	2365.0	separate	JJ	O
52159	2365.0	report	NN	O
52160	2365.0	said	VBD	O
52161	2365.0	U.S.	NNP	B-geo
52162	2365.0	consumer	NN	O
52163	2365.0	confidence	NN	O
52164	2365.0	increased	VBD	O
52165	2365.0	slightly	RB	O
52166	2365.0	this	DT	O
52167	2365.0	month	NN	O
52168	2365.0	.	.	O
52169	2366.0	Consumer	NN	O
52170	2366.0	confidence	NN	O
52171	2366.0	figures	NNS	O
52172	2366.0	give	VBP	O
52173	2366.0	experts	NNS	O
52174	2366.0	clues	NNS	O
52175	2366.0	about	IN	O
52176	2366.0	consumer	NN	O
52177	2366.0	spending	NN	O
52178	2366.0	,	,	O
52179	2366.0	which	WDT	O
52180	2366.0	drives	VBZ	O
52181	2366.0	most	RBS	O
52182	2366.0	U.S.	NNP	B-geo
52183	2366.0	economic	JJ	O
52184	2366.0	activity	NN	O
52185	2366.0	.	.	O
52186	2367.0	Russia	NNP	B-geo
52187	2367.0	's	POS	O
52188	2367.0	state-owned	JJ	O
52189	2367.0	natural	JJ	O
52190	2367.0	gas	NN	O
52191	2367.0	firm	NN	O
52192	2367.0	Gazprom	NNP	B-org
52193	2367.0	has	VBZ	O
52194	2367.0	announced	VBN	O
52195	2367.0	plans	NNS	O
52196	2367.0	to	TO	O
52197	2367.0	buy	VB	O
52198	2367.0	a	DT	O
52199	2367.0	controlling	VBG	O
52200	2367.0	stake	NN	O
52201	2367.0	in	IN	O
52202	2367.0	the	DT	O
52203	2367.0	Russian	JJ	B-gpe
52204	2367.0	daily	JJ	O
52205	2367.0	Izvestia	NNP	B-geo
52206	2367.0	.	.	O
52207	2368.0	A	DT	O
52208	2368.0	spokesman	NN	O
52209	2368.0	for	IN	O
52210	2368.0	Gazprom	NNP	B-org
52211	2368.0	media	NNS	O
52212	2368.0	says	VBZ	O
52213	2368.0	negotiations	NNS	O
52214	2368.0	are	VBP	O
52215	2368.0	almost	RB	O
52216	2368.0	complete	JJ	O
52217	2368.0	,	,	O
52218	2368.0	with	IN	O
52219	2368.0	an	DT	O
52220	2368.0	announcement	NN	O
52221	2368.0	in	IN	O
52222	2368.0	coming	VBG	O
52223	2368.0	days	NNS	O
52224	2368.0	.	.	O
52225	2369.0	The	DT	O
52226	2369.0	Vedomosti	NNP	O
52227	2369.0	business	NN	O
52228	2369.0	daily	JJ	O
52229	2369.0	quotes	NNS	O
52230	2369.0	industry	NN	O
52231	2369.0	officials	NNS	O
52232	2369.0	as	IN	O
52233	2369.0	speculating	VBG	O
52234	2369.0	the	DT	O
52235	2369.0	deal	NN	O
52236	2369.0	could	MD	O
52237	2369.0	be	VB	O
52238	2369.0	worth	JJ	O
52239	2369.0	between	IN	O
52240	2369.0	$	$	O
52241	2369.0	10	CD	O
52242	2369.0	million	CD	O
52243	2369.0	to	TO	O
